sample_id,rgb_relative_path,skeleton_path,person,action,group,camera,low_view_height_cm,low_camera_order,reference_camera,angle_definition,direct_estimated_relative_yaw_deg,estimated_relative_yaw_deg,angle_source,angle_mad_deg,median_fit_rmse_m,candidate_frame_count,usable_frame_count,stable_frame_count,confidence
A010_P001_G001_C003,RGB_P001-P010/P001-P010/P001/A010_P001_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A010_P001_G001_C003.csv,P001,A010,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-98.18,-98.18,pairwise_skeleton_registration,2.98,0.3441,240,240,194,medium
A010_P001_G002_C001,RGB_P001-P010/P001-P010/P001/A010_P001_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A010_P001_G002_C001.csv,P001,A010,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A010_P001_G002_C003,RGB_P001-P010/P001-P010/P001/A010_P001_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A010_P001_G002_C003.csv,P001,A010,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,35.7,35.7,pairwise_skeleton_registration,2.85,0.1322,242,242,242,high
A011_P001_G001_C001,RGB_P001-P010/P001-P010/P001/A011_P001_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A011_P001_G001_C001.csv,P001,A011,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A011_P001_G001_C003,RGB_P001-P010/P001-P010/P001/A011_P001_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A011_P001_G001_C003.csv,P001,A011,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,12.18,12.18,pairwise_skeleton_registration,2.64,0.1912,108,108,106,high
A011_P001_G001_C005,RGB_P001-P010/P001-P010/P001/A011_P001_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A011_P001_G001_C005.csv,P001,A011,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,78.16,78.16,pairwise_skeleton_registration,4.33,0.1628,108,108,80,high
A011_P001_G001_C007,RGB_P001-P010/P001-P010/P001/A011_P001_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A011_P001_G001_C007.csv,P001,A011,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-3.85,-3.85,pairwise_skeleton_registration,5.36,0.1985,108,108,75,high
A011_P001_G002_C001,RGB_P001-P010/P001-P010/P001/A011_P001_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A011_P001_G002_C001.csv,P001,A011,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A011_P001_G002_C003,RGB_P001-P010/P001-P010/P001/A011_P001_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A011_P001_G002_C003.csv,P001,A011,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-12.83,-12.83,pairwise_skeleton_registration,6.49,0.2762,169,169,117,medium
A011_P001_G003_C001,RGB_P001-P010/P001-P010/P001/A011_P001_G003_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A011_P001_G003_C001.csv,P001,A011,G003,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A011_P001_G003_C003,RGB_P001-P010/P001-P010/P001/A011_P001_G003_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A011_P001_G003_C003.csv,P001,A011,G003,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,0.35,0.35,pairwise_skeleton_registration,3.1,0.1419,165,165,165,high
A012_P001_G001_C001,RGB_P001-P010/P001-P010/P001/A012_P001_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A012_P001_G001_C001.csv,P001,A012,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A012_P001_G001_C003,RGB_P001-P010/P001-P010/P001/A012_P001_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A012_P001_G001_C003.csv,P001,A012,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-1.64,-1.64,pairwise_skeleton_registration,5.84,0.2192,165,165,125,high
A012_P001_G002_C001,RGB_P001-P010/P001-P010/P001/A012_P001_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A012_P001_G002_C001.csv,P001,A012,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A012_P001_G002_C003,RGB_P001-P010/P001-P010/P001/A012_P001_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A012_P001_G002_C003.csv,P001,A012,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,16.32,16.32,pairwise_skeleton_registration,3.71,0.2346,167,167,167,high
A013_P001_G001_C001,RGB_P001-P010/P001-P010/P001/A013_P001_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A013_P001_G001_C001.csv,P001,A013,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A013_P001_G001_C003,RGB_P001-P010/P001-P010/P001/A013_P001_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A013_P001_G001_C003.csv,P001,A013,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,21.25,21.25,pairwise_skeleton_registration,7.64,0.113,180,180,170,high
A013_P001_G002_C001,RGB_P001-P010/P001-P010/P001/A013_P001_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A013_P001_G002_C001.csv,P001,A013,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A013_P001_G002_C003,RGB_P001-P010/P001-P010/P001/A013_P001_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A013_P001_G002_C003.csv,P001,A013,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,7.61,7.61,pairwise_skeleton_registration,7.35,0.1436,121,121,93,high
A014_P001_G001_C001,RGB_P001-P010/P001-P010/P001/A014_P001_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A014_P001_G001_C001.csv,P001,A014,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A014_P001_G001_C003,RGB_P001-P010/P001-P010/P001/A014_P001_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A014_P001_G001_C003.csv,P001,A014,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-19.46,-19.46,pairwise_skeleton_registration,7.47,0.235,228,228,208,high
A014_P001_G001_C005,RGB_P001-P010/P001-P010/P001/A014_P001_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A014_P001_G001_C005.csv,P001,A014,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-37.13,-37.13,pairwise_skeleton_registration,7.37,0.2372,228,228,164,high
A014_P001_G001_C007,RGB_P001-P010/P001-P010/P001/A014_P001_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A014_P001_G001_C007.csv,P001,A014,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-51.57,-51.57,pairwise_skeleton_registration,5.08,0.23,228,228,118,high
A014_P001_G002_C001,RGB_P001-P010/P001-P010/P001/A014_P001_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A014_P001_G002_C001.csv,P001,A014,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A014_P001_G002_C003,RGB_P001-P010/P001-P010/P001/A014_P001_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A014_P001_G002_C003.csv,P001,A014,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-17.66,-17.66,pairwise_skeleton_registration,2.02,0.227,151,151,151,high
A014_P001_G002_C005,RGB_P001-P010/P001-P010/P001/A014_P001_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A014_P001_G002_C005.csv,P001,A014,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-7.11,-7.11,pairwise_skeleton_registration,1.76,0.2925,151,151,151,medium
A014_P001_G002_C007,RGB_P001-P010/P001-P010/P001/A014_P001_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A014_P001_G002_C007.csv,P001,A014,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-49.49,-49.49,pairwise_skeleton_registration,3.02,0.196,151,151,151,high
A015_P001_G001_C001,RGB_P001-P010/P001-P010/P001/A015_P001_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A015_P001_G001_C001.csv,P001,A015,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A015_P001_G001_C003,RGB_P001-P010/P001-P010/P001/A015_P001_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A015_P001_G001_C003.csv,P001,A015,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-11.98,-11.98,pairwise_skeleton_registration,6.48,0.2438,214,214,212,high
A015_P001_G001_C005,RGB_P001-P010/P001-P010/P001/A015_P001_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A015_P001_G001_C005.csv,P001,A015,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-42.95,-42.95,pairwise_skeleton_registration,3.73,0.2293,214,214,214,high
A015_P001_G001_C007,RGB_P001-P010/P001-P010/P001/A015_P001_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A015_P001_G001_C007.csv,P001,A015,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-62.72,-62.72,pairwise_skeleton_registration,3.48,0.1996,214,214,184,high
A015_P001_G002_C001,RGB_P001-P010/P001-P010/P001/A015_P001_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A015_P001_G002_C001.csv,P001,A015,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A015_P001_G002_C003,RGB_P001-P010/P001-P010/P001/A015_P001_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A015_P001_G002_C003.csv,P001,A015,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-28.62,-28.62,pairwise_skeleton_registration,1.37,0.2312,91,91,91,high
A015_P001_G002_C005,RGB_P001-P010/P001-P010/P001/A015_P001_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A015_P001_G002_C005.csv,P001,A015,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-45.37,-45.37,pairwise_skeleton_registration,4.1,0.2657,91,91,91,medium
A015_P001_G002_C007,RGB_P001-P010/P001-P010/P001/A015_P001_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A015_P001_G002_C007.csv,P001,A015,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-64.86,-64.86,pairwise_skeleton_registration,0.85,0.2264,91,91,91,high
A016_P001_G001_C001,RGB_P001-P010/P001-P010/P001/A016_P001_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A016_P001_G001_C001.csv,P001,A016,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A016_P001_G001_C003,RGB_P001-P010/P001-P010/P001/A016_P001_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A016_P001_G001_C003.csv,P001,A016,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-26.95,-26.95,pairwise_skeleton_registration,5.73,0.243,282,282,270,high
A016_P001_G001_C005,RGB_P001-P010/P001-P010/P001/A016_P001_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A016_P001_G001_C005.csv,P001,A016,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-5.33,-5.33,pairwise_skeleton_registration,5.97,0.2326,282,282,240,high
A016_P001_G001_C007,RGB_P001-P010/P001-P010/P001/A016_P001_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A016_P001_G001_C007.csv,P001,A016,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-11.61,-11.61,pairwise_skeleton_registration,10.48,0.2503,282,282,222,medium
A016_P001_G002_C001,RGB_P001-P010/P001-P010/P001/A016_P001_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A016_P001_G002_C001.csv,P001,A016,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A016_P001_G002_C003,RGB_P001-P010/P001-P010/P001/A016_P001_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A016_P001_G002_C003.csv,P001,A016,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-37.51,-37.51,pairwise_skeleton_registration,4.03,0.2127,225,225,211,high
A016_P001_G002_C005,RGB_P001-P010/P001-P010/P001/A016_P001_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A016_P001_G002_C005.csv,P001,A016,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-41.31,-41.31,pairwise_skeleton_registration,5.35,0.3297,225,225,211,medium
A016_P001_G002_C007,RGB_P001-P010/P001-P010/P001/A016_P001_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A016_P001_G002_C007.csv,P001,A016,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-55.07,-55.07,pairwise_skeleton_registration,5.2,0.1888,225,225,215,high
A017_P001_G001_C001,RGB_P001-P010/P001-P010/P001/A017_P001_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A017_P001_G001_C001.csv,P001,A017,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A017_P001_G001_C003,RGB_P001-P010/P001-P010/P001/A017_P001_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A017_P001_G001_C003.csv,P001,A017,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-35.13,-35.13,pairwise_skeleton_registration,4.24,0.2438,222,222,212,high
A017_P001_G001_C005,RGB_P001-P010/P001-P010/P001/A017_P001_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A017_P001_G001_C005.csv,P001,A017,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-14.42,-14.42,pairwise_skeleton_registration,6.36,0.2131,222,222,145,high
A017_P001_G001_C007,RGB_P001-P010/P001-P010/P001/A017_P001_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A017_P001_G001_C007.csv,P001,A017,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-37.55,-37.55,pairwise_skeleton_registration,3.92,0.2014,222,222,151,high
A017_P001_G002_C001,RGB_P001-P010/P001-P010/P001/A017_P001_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A017_P001_G002_C001.csv,P001,A017,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A017_P001_G002_C003,RGB_P001-P010/P001-P010/P001/A017_P001_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A017_P001_G002_C003.csv,P001,A017,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-37.4,-37.4,pairwise_skeleton_registration,5.07,0.2448,222,222,221,high
A017_P001_G002_C005,RGB_P001-P010/P001-P010/P001/A017_P001_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A017_P001_G002_C005.csv,P001,A017,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-24.84,-24.84,pairwise_skeleton_registration,5.56,0.3246,222,222,222,medium
A017_P001_G002_C007,RGB_P001-P010/P001-P010/P001/A017_P001_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A017_P001_G002_C007.csv,P001,A017,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-43.31,-43.31,pairwise_skeleton_registration,3.93,0.1894,222,222,222,high
A018_P001_G001_C001,RGB_P001-P010/P001-P010/P001/A018_P001_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A018_P001_G001_C001.csv,P001,A018,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A018_P001_G001_C003,RGB_P001-P010/P001-P010/P001/A018_P001_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A018_P001_G001_C003.csv,P001,A018,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-21.01,-21.01,pairwise_skeleton_registration,5.65,0.1377,97,97,81,high
A018_P001_G001_C005,RGB_P001-P010/P001-P010/P001/A018_P001_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A018_P001_G001_C005.csv,P001,A018,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-39.99,-39.99,pairwise_skeleton_registration,7.96,0.0924,73,73,73,high
A018_P001_G001_C007,RGB_P001-P010/P001-P010/P001/A018_P001_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A018_P001_G001_C007.csv,P001,A018,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-61.08,-61.08,pairwise_skeleton_registration,10.39,0.2125,97,97,69,medium
A018_P001_G002_C001,RGB_P001-P010/P001-P010/P001/A018_P001_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A018_P001_G002_C001.csv,P001,A018,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A018_P001_G002_C003,RGB_P001-P010/P001-P010/P001/A018_P001_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A018_P001_G002_C003.csv,P001,A018,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,16.82,16.82,pairwise_skeleton_registration,3.75,0.1306,117,117,101,high
A018_P001_G002_C005,RGB_P001-P010/P001-P010/P001/A018_P001_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A018_P001_G002_C005.csv,P001,A018,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,41.56,41.56,pairwise_skeleton_registration,5.79,0.1355,117,117,101,high
A018_P001_G002_C007,RGB_P001-P010/P001-P010/P001/A018_P001_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A018_P001_G002_C007.csv,P001,A018,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,75.46,75.46,pairwise_skeleton_registration,5.18,0.1625,117,117,85,high
A019_P001_G001_C001,RGB_P001-P010/P001-P010/P001/A019_P001_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A019_P001_G001_C001.csv,P001,A019,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A019_P001_G001_C003,RGB_P001-P010/P001-P010/P001/A019_P001_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A019_P001_G001_C003.csv,P001,A019,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-20.09,-20.09,pairwise_skeleton_registration,4.65,0.1018,84,84,63,high
A019_P001_G001_C005,RGB_P001-P010/P001-P010/P001/A019_P001_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A019_P001_G001_C005.csv,P001,A019,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-37.05,-37.05,pairwise_skeleton_registration,11.22,0.1494,84,84,53,medium
A019_P001_G001_C007,RGB_P001-P010/P001-P010/P001/A019_P001_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A019_P001_G001_C007.csv,P001,A019,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-61.64,-61.64,pairwise_skeleton_registration,8.03,0.2502,84,84,46,medium
A019_P001_G002_C001,RGB_P001-P010/P001-P010/P001/A019_P001_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A019_P001_G002_C001.csv,P001,A019,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A019_P001_G002_C003,RGB_P001-P010/P001-P010/P001/A019_P001_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A019_P001_G002_C003.csv,P001,A019,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,13.49,13.49,pairwise_skeleton_registration,3.23,0.0906,51,51,49,high
A019_P001_G002_C005,RGB_P001-P010/P001-P010/P001/A019_P001_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A019_P001_G002_C005.csv,P001,A019,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,39.59,39.59,pairwise_skeleton_registration,5.74,0.095,51,51,51,high
A019_P001_G002_C007,RGB_P001-P010/P001-P010/P001/A019_P001_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A019_P001_G002_C007.csv,P001,A019,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,66.62,66.62,pairwise_skeleton_registration,3.25,0.1355,51,51,50,high
A020_P001_G001_C001,RGB_P001-P010/P001-P010/P001/A020_P001_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P001-P050)/P001-P050/A020_P001_G001_C001.csv,P001,A020,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
